datetime,temp_C,humidity_%,windspeed_kph,precip_mm
2025-04-19 17:00:00,35.0,22.56,24.0,0.0
2025-04-19 18:00:00,34.0,23.06,24.1,0.0
2025-04-19 19:00:00,32.0,25.81,18.4,0.0
2025-04-19 20:00:00,31.0,34.9,14.8,0.0
2025-04-19 21:00:00,30.0,48.6,18.4,0.0
2025-04-19 22:00:00,29.0,48.34,11.2,0.0
2025-04-19 23:00:00,29.0,51.84,11.2,0.0
2025-04-20 00:00:00,28.0,58.1,14.8,0.0
2025-04-20 01:00:00,28.0,58.1,14.8,0.0
2025-04-20 02:00:00,27.6,59.95,8.6,0.0
2025-04-20 03:00:00,27.0,61.6,13.0,0.0
2025-04-20 04:00:00,27.0,57.86,9.4,0.0
2025-04-20 05:00:00,26.4,63.17,4.7,0.0
2025-04-20 06:00:00,26.0,61.38,5.4,0.0
2025-04-20 07:00:00,26.0,65.35,7.6,0.0
2025-04-20 08:00:00,28.6,56.93,3.3,0.0
2025-04-20 09:00:00,31.0,33.31,7.6,0.0
2025-04-20 10:00:00,34.0,16.39,11.2,0.0
2025-04-20 11:00:00,36.2,13.57,13.3,0.0
2025-04-20 12:00:00,38.0,9.91,13.0,0.0
2025-04-20 13:00:00,39.0,7.54,9.4,0.0
2025-04-20 14:00:00,40.0,7.15,15.5,0.0
2025-04-20 15:00:00,40.0,7.15,20.5,0.0
2025-04-20 16:00:00,40.0,7.15,24.1,0.0
2025-04-20 17:00:00,36.8,13.12,23.4,0.0
2025-04-20 18:00:00,37.0,12.07,18.4,0.0
2025-04-20 19:00:00,34.0,18.82,20.5,0.0
2025-04-20 20:00:00,30.8,34.14,18.4,0.0
2025-04-20 21:00:00,30.0,33.03,14.8,0.0
2025-04-20 22:00:00,28.0,48.08,11.2,0.0
2025-04-20 23:00:00,29.0,46.02,10.1,0.0
2025-04-21 00:00:00,29.0,42.54,9.4,0.0
2025-04-21 01:00:00,28.0,48.08,7.6,0.0
2025-04-21 02:00:00,28.2,46.43,7.7,0.0
2025-04-21 03:00:00,28.0,45.09,11.2,0.0
2025-04-21 04:00:00,27.0,44.82,9.4,0.0
2025-04-21 05:00:00,26.8,49.41,6.3,0.0
2025-04-21 06:00:00,23.0,56.89,5.4,0.0
2025-04-21 07:00:00,24.0,57.14,1.8,0.0
2025-04-21 08:00:00,28.4,45.55,1.4,0.0
2025-04-21 09:00:00,31.0,29.2,5.4,0.0
2025-04-21 10:00:00,34.0,18.82,5.4,0.0
2025-04-21 11:00:00,35.8,13.1,8.2,0.0
2025-04-21 12:00:00,39.0,6.03,7.6,0.0
2025-04-21 13:00:00,40.0,6.16,16.6,0.0
2025-04-21 14:00:00,39.6,11.9,11.8,0.0
2025-04-21 15:00:00,39.0,12.46,24.1,0.0
2025-04-21 16:00:00,38.0,16.17,25.9,0.0
2025-04-21 17:00:00,34.8,32.27,25.6,0.0
2025-04-21 18:00:00,35.0,28.39,22.3,0.0
2025-04-21 19:00:00,32.0,29.47,18.4,0.0
2025-04-21 20:00:00,30.8,36.49,12.2,0.0
2025-04-21 21:00:00,30.0,40.16,14.8,0.0
2025-04-21 22:00:00,29.0,42.54,11.2,0.0
2025-04-21 23:00:00,29.0,50.95,8.6,0.0
2025-04-22 00:00:00,28.0,54.57,9.4,0.0
2025-04-22 01:00:00,28.0,48.08,7.6,0.0
2025-04-22 02:00:00,27.4,52.12,4.7,0.0
2025-04-22 03:00:00,27.0,50.97,9.4,0.0
2025-04-22 04:00:00,27.0,54.32,5.4,0.0
2025-04-22 05:00:00,25.8,61.75,6.0,0.0
2025-04-22 06:00:00,23.0,64.71,0.0,0.0
2025-04-22 07:00:00,22.0,68.76,7.6,0.0
2025-04-22 08:00:00,26.8,58.69,3.6,0.0
2025-04-22 09:00:00,31.0,40.43,5.4,0.0
2025-04-22 10:00:00,34.0,24.65,0.0,0.0
2025-04-22 11:00:00,36.2,22.43,0.0,0.0
2025-04-22 12:00:00,37.0,18.27,7.6,0.0
2025-04-22 13:00:00,38.0,18.5,5.4,0.0
2025-04-22 14:00:00,38.0,21.58,15.8,0.0
2025-04-22 15:00:00,38.0,16.17,22.3,0.0
2025-04-22 16:00:00,37.0,17.07,24.1,0.0
2025-04-22 17:00:00,35.4,23.28,19.7,0.0
2025-04-22 18:00:00,35.0,24.91,25.9,0.0
2025-04-22 19:00:00,32.0,33.59,25.9,0.0
2025-04-22 20:00:00,30.0,45.6,14.4,0.0
2025-04-22 21:00:00,29.0,51.49,18.4,0.0
2025-04-22 22:00:00,28.0,54.57,9.4,0.0
2025-04-22 23:00:00,27.4,64.85,6.0,0.0
2025-04-23 00:00:00,27.0,57.86,9.4,0.0
2025-04-23 01:00:00,26.0,73.96,3.6,0.0
2025-04-23 02:00:00,25.6,74.99,6.0,0.0
2025-04-23 03:00:00,26.0,69.54,5.4,0.0
2025-04-23 04:00:00,25.0,73.79,7.6,0.0
2025-04-23 05:00:00,24.0,81.87,4.6,0.0
2025-04-23 06:00:00,24.0,83.33,7.6,0.0
2025-04-23 07:00:00,25.0,83.45,5.4,0.0
2025-04-23 08:00:00,27.8,73.91,6.3,0.0
2025-04-23 09:00:00,30.0,55.07,11.2,0.0
2025-04-23 10:00:00,33.0,43.63,9.4,0.0
2025-04-23 11:00:00,34.6,37.72,12.2,0.0
2025-04-23 12:00:00,37.0,32.83,20.5,0.0
2025-04-23 13:00:00,38.0,33.1,25.9,0.0
2025-04-23 14:00:00,38.2,19.77,17.3,0.0
2025-04-23 15:00:00,39.0,13.35,18.4,0.0
2025-04-23 16:00:00,38.0,25.69,27.7,0.0
2025-04-23 17:00:00,36.2,30.06,23.7,0.0
2025-04-23 18:00:00,34.0,32.02,20.5,0.0
2025-04-23 19:00:00,34.0,38.75,18.4,0.0
2025-04-23 20:00:00,32.4,45.72,16.8,0.0
2025-04-23 21:00:00,30.0,55.07,11.2,0.0
2025-04-23 22:00:00,29.0,65.97,11.2,0.0
2025-04-23 23:00:00,28.0,72.72,7.6,0.0
2025-04-24 00:00:00,28.0,74.29,7.6,0.0
2025-04-24 01:00:00,27.0,78.77,9.4,0.0
2025-04-24 02:00:00,27.2,76.58,11.2,0.0
2025-04-24 03:00:00,26.0,83.56,11.2,0.0
2025-04-24 04:00:00,25.0,88.68,5.4,0.0
2025-04-24 05:00:00,25.4,86.83,8.6,0.0
2025-04-24 06:00:00,25.0,88.68,7.6,0.0
2025-04-24 07:00:00,25.0,88.68,0.0,0.0
2025-04-24 08:00:00,28.0,79.54,9.0,0.0
2025-04-24 09:00:00,30.0,74.62,13.0,0.0
2025-04-24 10:00:00,32.0,62.7,11.2,0.0
2025-04-24 11:00:00,34.2,45.64,7.7,0.0
2025-04-24 12:00:00,35.0,49.9,7.6,0.0
2025-04-24 13:00:00,38.0,44.96,14.8,0.0
2025-04-24 14:00:00,34.0,55.12,24.5,0.0
2025-04-24 15:00:00,34.0,56.03,25.9,0.0
2025-04-24 16:00:00,33.0,59.26,25.9,0.0
2025-04-24 17:00:00,33.0,58.99,25.1,0.0
2025-04-24 18:00:00,32.0,52.25,25.9,0.0
2025-04-24 19:00:00,30.0,55.07,25.9,0.0
2025-04-24 20:00:00,29.0,61.71,15.5,0.0
2025-04-24 21:00:00,29.0,62.05,11.2,0.0
2025-04-24 22:00:00,28.0,69.91,13.0,0.0
2025-04-24 23:00:00,28.0,72.66,9.7,0.0
2025-04-25 00:00:00,28.0,74.29,13.0,0.0
2025-04-25 01:00:00,27.0,78.77,13.0,0.0
2025-04-25 02:00:00,27.2,79.37,7.1,0.0
2025-04-25 03:00:00,26.0,83.56,7.6,0.0
2025-04-25 04:00:00,26.0,83.56,9.4,0.0
2025-04-25 05:00:00,26.2,85.2,7.1,0.0
2025-04-25 06:00:00,26.0,88.75,7.6,0.0
2025-04-25 07:00:00,26.0,88.75,9.4,0.0
2025-04-25 08:00:00,28.0,79.54,10.8,0.0
2025-04-25 09:00:00,30.0,66.17,9.4,0.0
2025-04-25 10:00:00,31.0,58.8,14.8,0.0
2025-04-25 11:00:00,32.6,55.4,13.3,0.0
2025-04-25 12:00:00,34.0,49.64,20.5,0.0
2025-04-25 13:00:00,35.0,46.96,11.2,0.0
2025-04-25 14:00:00,34.8,49.58,17.3,0.0
2025-04-25 15:00:00,34.5,50.38,23.8,0.0
2025-04-25 16:00:00,34.0,46.69,27.7,0.0
2025-04-25 17:00:00,33.0,51.84,22.9,0.0
2025-04-25 18:00:00,32.0,52.25,20.5,0.0
2025-04-25 19:00:00,30.0,55.07,16.6,0.0
2025-04-25 20:00:00,29.8,62.14,14.4,0.0
2025-04-25 21:00:00,29.0,65.97,11.2,0.0
2025-04-25 22:00:00,28.0,61.83,7.6,0.0
2025-04-25 23:00:00,27.4,68.58,10.4,0.0
2025-04-26 00:00:00,28.0,61.83,9.4,0.0
2025-04-26 01:00:00,27.0,65.55,11.2,0.0
2025-04-26 02:00:00,27.4,71.17,6.0,0.0
2025-04-26 03:00:00,27.0,69.73,11.2,0.0
2025-04-26 04:00:00,26.0,73.96,11.2,0.0
2025-04-26 05:00:00,27.2,71.13,8.6,0.0
2025-04-26 06:00:00,27.0,74.13,7.6,0.0
2025-04-26 07:00:00,27.0,78.77,9.4,0.0
2025-04-26 08:00:00,28.8,75.5,7.6,0.0
2025-04-26 09:00:00,30.0,66.17,14.8,0.0
2025-04-26 10:00:00,33.0,52.5,5.4,0.0
2025-04-26 11:00:00,36.0,37.0,11.5,0.0
2025-04-26 12:00:00,39.0,25.95,16.6,0.0
2025-04-26 13:00:00,39.0,33.37,18.4,0.0
2025-04-26 14:00:00,37.2,43.77,25.1,0.0
2025-04-26 15:00:00,38.0,35.23,31.7,0.0
2025-04-26 16:00:00,37.0,30.82,29.5,0.0
2025-04-26 17:00:00,36.0,36.92,22.3,0.0
2025-04-26 18:00:00,36.0,39.29,13.0,0.0
2025-04-26 19:00:00,33.0,46.43,18.4,0.0
2025-04-26 20:00:00,31.8,55.2,14.4,0.0
2025-04-26 21:00:00,32.0,35.83,7.6,0.0
2025-04-26 22:00:00,31.0,43.09,7.6,0.0
2025-04-26 23:00:00,30.6,47.86,6.3,0.0
2025-04-27 00:00:00,29.0,51.49,7.6,0.0
2025-04-27 01:00:00,28.0,58.1,9.4,0.0
2025-04-27 02:00:00,27.0,68.5,8.6,0.0
2025-04-27 03:00:00,27.0,69.73,7.6,0.0
2025-04-27 04:00:00,27.0,69.73,5.4,0.0
2025-04-27 05:00:00,26.0,80.75,8.6,0.0
2025-04-27 06:00:00,27.0,78.77,11.2,0.0
2025-04-27 07:00:00,27.0,83.67,9.4,0.0
2025-04-27 08:00:00,29.0,78.69,14.0,0.0
2025-04-27 09:00:00,30.0,70.28,16.6,0.0
2025-04-27 10:00:00,32.0,59.03,13.0,0.0
2025-04-27 11:00:00,34.0,53.1,15.5,0.0
2025-04-27 12:00:00,34.0,52.75,16.6,0.0
2025-04-27 13:00:00,35.0,46.96,22.3,0.0
2025-04-27 14:00:00,35.2,48.24,20.8,0.0
2025-04-27 15:00:00,36.0,41.79,24.1,0.0
2025-04-27 16:00:00,34.0,46.69,20.5,0.0
2025-04-27 17:00:00,33.2,52.9,21.8,0.0
2025-04-27 18:00:00,33.0,52.5,24.1,0.0
2025-04-27 19:00:00,32.0,52.25,22.3,0.0
2025-04-27 20:00:00,31.0,55.01,13.3,0.0
2025-04-27 21:00:00,30.0,58.57,9.4,0.0
2025-04-27 22:00:00,29.0,65.97,5.4,0.0
2025-04-27 23:00:00,28.8,74.37,8.6,0.0
2025-04-28 00:00:00,29.0,74.46,11.2,0.0
2025-04-28 01:00:00,28.0,78.91,3.6,0.0
2025-04-28 02:00:00,27.4,80.92,8.6,0.0
2025-04-28 03:00:00,27.0,83.67,9.4,0.0
2025-04-28 04:00:00,27.0,83.67,7.6,0.0
2025-04-28 05:00:00,27.0,86.9,9.7,0.0
2025-04-28 06:00:00,27.0,83.67,7.6,0.0
2025-04-28 07:00:00,27.0,83.67,9.4,0.0
2025-04-28 08:00:00,29.8,69.37,13.3,0.0
2025-04-28 09:00:00,31.0,62.49,14.8,0.0
2025-04-28 10:00:00,34.0,43.9,13.0,0.0
2025-04-28 11:00:00,35.8,37.59,15.8,0.0
2025-04-28 12:00:00,38.0,21.13,16.6,0.0
2025-04-28 13:00:00,38.0,33.1,22.3,0.0
2025-04-28 14:00:00,36.8,38.14,27.5,0.0
2025-04-28 15:00:00,37.0,34.95,18.4,0.0
2025-04-28 16:00:00,36.0,39.29,27.7,0.0
2025-04-28 17:00:00,35.6,39.75,24.0,0.0
2025-04-28 18:00:00,34.0,41.25,22.3,0.0
2025-04-28 19:00:00,32.0,49.13,20.5,0.0
2025-04-28 20:00:00,31.0,55.01,16.9,0.0
2025-04-28 21:00:00,30.0,58.57,14.8,0.0
2025-04-28 22:00:00,30.0,58.57,13.0,0.0
2025-04-28 23:00:00,29.8,62.18,5.7,0.0
2025-04-29 00:00:00,29.0,58.34,7.6,0.0
2025-04-29 01:00:00,29.0,62.05,11.2,0.0
2025-04-29 02:00:00,27.6,70.01,7.6,0.0
2025-04-29 03:00:00,27.0,69.73,5.4,0.0
2025-04-29 04:00:00,27.0,61.6,5.4,0.0
2025-04-29 05:00:00,28.4,60.53,6.3,0.0
2025-04-29 06:00:00,27.0,61.6,11.2,0.0
2025-04-29 07:00:00,30.0,55.07,11.2,0.0
2025-04-29 08:00:00,32.4,47.78,15.8,0.0
2025-04-29 09:00:00,33.0,43.63,14.8,0.0
2025-04-29 10:00:00,35.0,32.29,14.8,0.0
2025-04-29 11:00:00,37.0,24.0,24.8,0.0
2025-04-29 12:00:00,39.0,17.53,33.5,0.0
2025-04-29 13:00:00,39.0,25.95,35.3,0.0
2025-04-29 14:00:00,38.4,26.98,30.2,0.0
2025-04-29 15:00:00,38.0,25.69,35.3,0.0
2025-04-29 16:00:00,38.0,27.39,33.5,0.0
2025-04-29 17:00:00,36.0,32.19,28.6,0.0
2025-04-29 18:00:00,34.0,36.38,31.7,0.0
2025-04-29 19:00:00,32.0,46.17,27.7,0.0
2025-04-29 20:00:00,31.0,51.72,21.8,0.0
2025-04-29 21:00:00,31.0,48.87,14.8,0.0
2025-04-29 22:00:00,30.0,55.07,16.6,0.0
2025-04-29 23:00:00,30.0,57.83,11.2,0.0
2025-04-30 00:00:00,29.0,58.34,13.0,0.0
2025-04-30 01:00:00,29.0,58.34,7.6,0.0
2025-04-30 02:00:00,29.2,62.05,13.7,0.0
2025-04-30 03:00:00,29.0,58.34,13.0,0.0
2025-04-30 04:00:00,29.0,54.82,14.8,0.0
2025-04-30 05:00:00,29.2,56.24,14.8,0.0
2025-04-30 06:00:00,28.0,58.1,9.4,0.0
2025-04-30 07:00:00,29.0,62.05,13.0,0.0
2025-04-30 08:00:00,30.0,61.19,13.7,0.0
2025-04-30 09:00:00,33.0,43.63,16.6,0.0
2025-04-30 10:00:00,35.0,34.41,18.4,0.0
2025-04-30 11:00:00,36.8,26.9,24.8,0.0
2025-04-30 12:00:00,38.0,24.08,29.5,0.0
2025-04-30 13:00:00,39.0,25.95,25.9,0.0
2025-04-30 14:00:00,38.2,29.28,26.7,0.0
2025-04-30 15:00:00,39.0,22.82,33.5,0.0
2025-04-30 16:00:00,37.0,27.13,27.7,0.0
2025-04-30 17:00:00,34.0,40.79,22.3,0.0
2025-04-30 18:00:00,33.0,46.43,29.5,0.0
2025-04-30 19:00:00,31.0,55.31,22.3,0.0
2025-04-30 20:00:00,30.2,62.42,16.9,0.0
2025-04-30 21:00:00,30.0,58.57,18.4,0.0
2025-04-30 22:00:00,30.0,55.07,13.0,0.0
2025-04-30 23:00:00,30.0,57.83,15.8,0.0
2025-05-01 00:00:00,29.0,58.34,20.5,0.0
2025-05-01 01:00:00,29.0,58.34,16.6,0.0
2025-05-01 02:00:00,29.2,63.01,14.8,0.0
2025-05-01 03:00:00,29.0,65.97,11.2,0.0
2025-05-01 04:00:00,28.0,69.91,14.8,0.0
2025-05-01 05:00:00,28.0,76.64,8.6,0.0
2025-05-01 06:00:00,27.0,83.67,11.2,0.0
2025-05-01 07:00:00,28.0,78.91,18.4,0.0
2025-05-01 08:00:00,29.2,74.5,14.4,0.0
2025-05-01 09:00:00,31.0,66.37,20.5,0.0
2025-05-01 10:00:00,33.0,75.1,24.1,0.0
2025-05-01 11:00:00,33.6,53.0,26.7,0.0
2025-05-01 12:00:00,34.0,46.69,31.7,0.0
2025-05-01 13:00:00,36.0,39.29,29.5,0.0
2025-05-01 14:00:00,35.6,43.0,32.7,0.0
2025-05-01 15:00:00,35.0,41.52,35.3,0.0
2025-05-01 16:00:00,34.0,46.69,40.7,0.0
2025-05-01 17:00:00,33.0,50.73,27.5,0.0
2025-05-01 18:00:00,32.0,52.25,20.5,0.0
2025-05-01 19:00:00,31.0,58.8,16.6,0.0
2025-05-01 20:00:00,30.0,64.56,13.7,0.0
2025-05-01 21:00:00,30.0,58.57,16.6,0.0
2025-05-01 22:00:00,30.0,58.57,18.4,0.0
2025-05-01 23:00:00,29.4,66.85,16.9,0.0
2025-05-02 00:00:00,29.0,70.1,13.0,0.0
2025-05-02 01:00:00,29.0,70.1,13.0,0.0
2025-05-02 02:00:00,29.2,71.83,6.3,0.0
2025-05-02 03:00:00,28.0,65.76,9.4,0.0
2025-05-02 04:00:00,29.0,54.82,9.4,0.0
2025-05-02 05:00:00,28.0,68.7,6.3,0.0
2025-05-02 06:00:00,27.0,74.13,0.0,0.0
2025-05-02 07:00:00,28.0,69.91,11.2,0.0
2025-05-02 08:00:00,30.0,62.27,14.8,0.0
2025-05-02 09:00:00,32.0,55.55,24.1,0.0
2025-05-02 10:00:00,33.0,49.39,20.5,0.0
2025-05-02 11:00:00,33.8,52.05,22.3,0.0
2025-05-02 12:00:00,35.0,44.17,24.1,0.0
2025-05-02 13:00:00,35.0,44.17,22.3,0.0
2025-05-02 14:00:00,34.8,47.79,22.3,0.0
2025-05-02 15:00:00,34.0,49.64,24.1,0.0
2025-05-02 16:00:00,33.0,52.5,29.5,0.0
2025-05-02 17:00:00,32.2,60.95,29.1,0.0
2025-05-02 18:00:00,31.0,62.49,27.7,0.0
2025-05-02 19:00:00,30.0,66.17,20.5,0.0
2025-05-02 20:00:00,29.4,74.7,15.8,0.0
2025-05-02 21:00:00,29.0,65.97,18.4,0.0
2025-05-02 22:00:00,29.0,74.46,11.2,0.0
2025-05-02 23:00:00,29.0,79.99,13.7,0.0
2025-05-03 00:00:00,29.0,79.05,18.4,0.0
2025-05-03 01:00:00,29.0,79.05,13.0,0.0
2025-05-03 02:00:00,29.0,75.89,10.1,0.0
2025-05-03 03:00:00,29.0,65.97,16.6,0.0
2025-05-03 04:00:00,29.0,70.1,11.2,0.0
2025-05-03 05:00:00,28.2,79.89,14.4,0.0
2025-05-03 06:00:00,28.0,78.91,9.4,0.0
2025-05-03 07:00:00,28.0,78.91,7.6,0.0
2025-05-03 08:00:00,30.0,72.15,11.2,0.0
2025-05-03 09:00:00,32.0,55.55,9.4,0.0
2025-05-03 10:00:00,34.0,49.64,5.4,0.0
2025-05-03 11:00:00,33.8,55.03,13.7,0.0
2025-05-03 12:00:00,36.0,44.43,9.4,0.0
2025-05-03 13:00:00,37.0,37.2,18.4,0.0
2025-05-03 14:00:00,37.4,38.46,20.8,0.0
2025-05-03 15:00:00,37.0,39.56,22.3,0.0
2025-05-03 16:00:00,35.0,46.96,25.9,0.0
2025-05-03 17:00:00,33.0,53.88,21.8,0.0
2025-05-03 18:00:00,32.0,52.25,18.4,0.0
2025-05-03 19:00:00,31.0,58.8,13.0,0.0
2025-05-03 20:00:00,31.0,55.01,11.2,0.0
2025-05-03 21:00:00,31.0,48.87,9.4,0.0
2025-05-03 22:00:00,31.0,58.8,14.8,0.0
2025-05-03 23:00:00,29.8,70.7,12.2,0.0
2025-05-04 00:00:00,29.0,74.46,13.0,0.0
2025-05-04 01:00:00,29.0,74.46,16.6,0.0
2025-05-04 02:00:00,28.4,75.79,11.2,0.0
2025-05-04 03:00:00,28.0,74.29,13.0,0.0
2025-05-04 04:00:00,28.0,69.91,14.8,0.0
2025-05-04 05:00:00,28.4,73.08,16.9,0.0
2025-05-04 06:00:00,29.0,70.1,11.2,0.0
2025-05-04 07:00:00,28.0,74.29,13.0,0.0
2025-05-04 08:00:00,29.8,69.37,11.9,0.0
2025-05-04 09:00:00,31.0,55.31,7.6,0.0
2025-05-04 10:00:00,32.0,52.25,14.8,0.0
2025-05-04 11:00:00,32.6,56.78,16.9,0.0
2025-05-04 12:00:00,33.0,52.5,27.7,0.0
2025-05-04 13:00:00,34.0,49.64,27.7,0.0
2025-05-04 14:00:00,34.0,54.12,27.0,0.0
2025-05-04 15:00:00,33.0,52.5,31.7,0.0
2025-05-04 16:00:00,33.0,55.79,33.5,0.0
2025-05-04 17:00:00,32.0,61.92,24.5,0.0
2025-05-04 18:00:00,31.0,62.49,29.5,0.0
2025-05-04 19:00:00,30.0,70.28,31.7,0.0
2025-05-04 20:00:00,30.0,72.15,27.0,0.0
2025-05-04 21:00:00,30.0,70.28,22.3,0.0
2025-05-04 22:00:00,29.0,74.46,22.3,0.0
2025-05-04 23:00:00,29.0,78.69,15.5,0.0
2025-05-05 00:00:00,29.0,79.05,13.0,0.0
2025-05-05 01:00:00,29.0,74.46,9.4,0.0
2025-05-05 02:00:00,28.8,77.13,8.6,0.0
2025-05-05 03:00:00,29.0,74.46,7.6,0.0
2025-05-05 04:00:00,28.0,48.08,24.1,0.0
2025-05-05 05:00:00,28.2,42.95,16.2,0.0
2025-05-05 06:00:00,28.0,39.6,16.6,0.0
2025-05-05 07:00:00,28.0,39.6,11.2,0.0
2025-05-05 08:00:00,28.4,41.07,10.8,0.0
2025-05-05 09:00:00,29.0,34.99,7.6,0.0
2025-05-05 10:00:00,32.0,29.47,9.4,0.0
2025-05-05 11:00:00,33.8,28.13,12.2,0.0
2025-05-05 12:00:00,35.0,24.91,7.6,0.0
2025-05-05 13:00:00,37.0,20.89,9.4,0.0
2025-05-05 14:00:00,36.2,26.38,12.9,0.0
2025-05-05 15:00:00,36.0,30.55,11.2,0.0
2025-05-05 16:00:00,36.0,34.68,16.6,0.0
2025-05-05 17:00:00,34.8,42.58,15.8,0.0
2025-05-05 18:00:00,34.0,46.69,14.8,0.2
2025-05-05 19:00:00,31.0,58.8,14.8,0.0
2025-05-05 20:00:00,30.8,67.24,14.4,0.0
2025-05-05 21:00:00,30.0,70.28,13.0,0.0
2025-05-05 22:00:00,30.0,74.62,5.4,0.0
2025-05-05 23:00:00,30.0,75.69,3.3,0.0
2025-05-06 00:00:00,30.0,70.28,5.4,0.0
2025-05-06 01:00:00,30.0,70.28,7.6,0.0
2025-05-06 02:00:00,29.2,75.92,6.0,0.0
2025-05-06 03:00:00,29.0,74.46,7.6,0.0
2025-05-06 04:00:00,29.0,100.0,5.4,0.0
2025-05-06 05:00:00,28.2,79.89,6.0,0.0
2025-05-06 06:00:00,28.0,100.0,7.6,0.0
2025-05-06 07:00:00,28.0,78.91,5.4,0.0
2025-05-06 08:00:00,31.2,43.44,9.7,0.0
2025-05-06 09:00:00,33.0,31.74,9.4,0.0
2025-05-06 10:00:00,35.0,28.39,9.4,0.0
2025-05-06 11:00:00,36.0,26.56,3.3,0.0
2025-05-06 12:00:00,36.0,28.66,16.6,0.0
2025-05-06 13:00:00,36.0,34.68,29.5,0.0
2025-05-06 14:00:00,35.0,44.47,25.1,0.0
2025-05-06 15:00:00,36.0,28.66,18.4,0.0
2025-05-06 16:00:00,35.0,41.52,22.3,0.0
2025-05-06 17:00:00,35.0,42.01,15.5,0.0
2025-05-06 18:00:00,34.0,41.25,18.4,0.0
2025-05-06 19:00:00,32.0,55.55,24.1,0.0
2025-05-06 20:00:00,30.2,70.83,19.3,0.0
2025-05-06 21:00:00,30.0,70.28,22.3,0.0
2025-05-06 22:00:00,30.0,70.28,16.6,0.0
2025-05-06 23:00:00,28.6,77.15,13.3,0.0
2025-05-07 00:00:00,29.0,74.46,11.2,0.0
2025-05-07 01:00:00,29.0,74.46,13.0,0.0
2025-05-07 02:00:00,29.0,71.8,10.4,0.0
2025-05-07 03:00:00,29.0,70.1,9.4,0.0
2025-05-07 04:00:00,29.0,65.97,9.4,0.0
2025-05-07 05:00:00,29.0,70.56,8.2,0.0
2025-05-07 06:00:00,29.0,70.1,3.6,0.0
2025-05-07 07:00:00,29.0,74.46,0.0,0.0
2025-05-07 08:00:00,30.0,68.26,4.6,0.0
2025-05-07 09:00:00,31.0,58.8,7.6,0.0
2025-05-07 10:00:00,33.0,49.39,7.6,0.0
2025-05-07 11:00:00,35.0,44.47,13.0,0.0
2025-05-07 12:00:00,35.0,44.17,14.8,0.0
2025-05-07 13:00:00,36.0,39.29,22.3,0.0
2025-05-07 14:00:00,35.8,43.26,20.8,0.0
2025-05-07 15:00:00,36.0,39.29,22.3,0.0
2025-05-07 16:00:00,34.0,46.69,24.1,0.0
2025-05-07 17:00:00,32.6,55.71,21.8,0.0
2025-05-07 18:00:00,32.0,55.55,18.4,0.0
2025-05-07 19:00:00,30.0,62.27,14.8,0.0
2025-05-07 20:00:00,30.0,69.57,16.9,0.0
2025-05-07 21:00:00,29.0,70.1,13.0,0.0
2025-05-07 22:00:00,29.0,74.46,14.8,0.0
2025-05-07 23:00:00,29.2,78.71,12.2,0.0
2025-05-08 00:00:00,29.0,79.05,11.2,0.0
2025-05-08 01:00:00,29.0,79.05,13.0,0.0
2025-05-08 02:00:00,29.0,79.99,8.6,0.0
2025-05-08 03:00:00,29.0,79.05,13.0,0.0
2025-05-08 04:00:00,29.0,74.46,9.4,0.0
2025-05-08 05:00:00,28.2,79.89,7.1,0.0
2025-05-08 06:00:00,28.0,78.91,7.6,0.0
2025-05-08 07:00:00,28.0,78.91,5.4,0.0
2025-05-08 08:00:00,30.0,70.79,9.7,0.0
2025-05-08 09:00:00,31.0,62.49,14.8,0.0
2025-05-08 10:00:00,32.0,55.55,20.5,0.0
2025-05-08 11:00:00,33.0,52.85,15.5,0.0
2025-05-08 12:00:00,33.0,49.39,24.1,0.0
